split,sample_name,source_path,source_dataset,scenario,category,map_id,difficulty_raw,difficulty,ood_family,ood_family_name,split_hint
test,sample_000040.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000027.npz,csm,csm_city_street,U,packed_000,simple,easy,0,,csm:train
test,sample_000041.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000028.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:test
test,sample_000042.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000028.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:train
test,sample_000043.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000029.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:test
test,sample_000044.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000029.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:train
test,sample_000045.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000030.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:test
test,sample_000046.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000030.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:train
test,sample_000047.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000031.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:test
test,sample_000048.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000032.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:train
test,sample_000049.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000033.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:train
test,sample_000050.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000034.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:train
test,sample_000051.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000034.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:test
test,sample_000052.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000035.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:train
test,sample_000053.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000036.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:test
test,sample_000054.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000037.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:test
test,sample_000055.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000038.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:train
test,sample_000056.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000039.npz,csm,csm_city_street,U,packed_000,medium,medium,0,,csm:train
test,sample_000057.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000040.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000058.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000040.npz,csm,csm_city_street,U,packed_001,hard,hard,0,,csm:test
test,sample_000059.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000041.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000060.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000041.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000061.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000042.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000062.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000042.npz,csm,csm_city_street,U,packed_001,simple,easy,0,,csm:test
test,sample_000063.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000043.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000064.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000043.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000065.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000044.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000066.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000044.npz,csm,csm_city_street,U,packed_001,simple,easy,0,,csm:test
test,sample_000067.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000045.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000068.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000046.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000069.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000046.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000070.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000047.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000071.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000049.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000072.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000050.npz,csm,csm_city_street,U,packed_001,simple,easy,0,,csm:test
test,sample_000073.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000052.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000074.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000053.npz,csm,csm_city_street,U,packed_001,simple,easy,0,,csm:test
test,sample_000075.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000053.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000076.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000054.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000077.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000055.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000078.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000055.npz,csm,csm_city_street,U,packed_001,hard,hard,0,,csm:test
test,sample_000079.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000056.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000080.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000056.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000081.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000057.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000082.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000057.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000083.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000058.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000084.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000058.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000085.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000059.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000086.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000060.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000087.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000060.npz,csm,csm_city_street,U,packed_001,hard,hard,0,,csm:test
test,sample_000088.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000061.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000089.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000061.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000090.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000062.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000091.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000062.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000092.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000063.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000093.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000063.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000094.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000065.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000095.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000065.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000096.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000066.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000097.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000067.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000098.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000067.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000099.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000068.npz,csm,csm_city_street,U,packed_001,hard,hard,0,,csm:test
test,sample_000100.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000068.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000101.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000069.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000102.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000069.npz,csm,csm_city_street,U,packed_001,simple,easy,0,,csm:test
test,sample_000103.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000070.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000104.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000070.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000105.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000071.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000106.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000071.npz,csm,csm_city_street,U,packed_001,simple,easy,0,,csm:test
test,sample_000107.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000072.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000108.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000073.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000109.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000073.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000110.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000074.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000111.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000074.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000112.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000075.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000113.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000075.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000114.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000076.npz,csm,csm_city_street,U,packed_001,hard,hard,0,,csm:test
test,sample_000115.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000077.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000116.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000077.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:test
test,sample_000117.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000079.npz,csm,csm_city_street,U,packed_001,medium,medium,0,,csm:train
test,sample_000118.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000080.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000119.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000080.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000120.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000081.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000121.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000081.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000122.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000082.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000123.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000082.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000124.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000083.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000125.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000083.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000126.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000084.npz,csm,csm_city_street,U,packed_002,simple,easy,0,,csm:train
test,sample_000127.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000084.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000128.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000086.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000129.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000086.npz,csm,csm_city_street,U,packed_002,simple,easy,0,,csm:test
test,sample_000130.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000087.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000131.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000087.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000132.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000088.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000133.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000088.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000134.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000089.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000135.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000090.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000136.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000090.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000137.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000091.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000138.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000091.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000139.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000092.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000140.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000092.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000141.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000093.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000142.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000094.npz,csm,csm_city_street,U,packed_002,simple,easy,0,,csm:test
test,sample_000143.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000094.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000144.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000095.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000145.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000095.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000146.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000096.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000147.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000096.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000148.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000097.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000149.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000097.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000150.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000098.npz,csm,csm_city_street,U,packed_002,simple,easy,0,,csm:train
test,sample_000151.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000099.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000152.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000099.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000153.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000101.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000154.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000101.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000155.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000102.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000156.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000102.npz,csm,csm_city_street,U,packed_002,simple,easy,0,,csm:test
test,sample_000157.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000103.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000158.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000103.npz,csm,csm_city_street,U,packed_002,simple,easy,0,,csm:test
test,sample_000159.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000104.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000160.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000104.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000161.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000105.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
test,sample_000162.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000105.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000163.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/train/sample_000106.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:train
test,sample_000164.npz,/home/zzy/TrajectoryPlanning/distill/data/benchmark/csm/test/sample_000106.npz,csm,csm_city_street,U,packed_002,medium,medium,0,,csm:test
